country,codeiso,yearstart,sex,maritialstatus,agegroup,agestart,ageend,datavalue
France,250,2001,Men,Currently married,[25-29],25,29,22.9
France,250,2001,Men,Currently married,[30-34],30,34,46.5
France,250,2001,Men,Currently married,[35-39],35,39,57.9
France,250,2001,Men,Currently married,[40-44],40,44,65.2
France,250,2001,Men,Currently married,[45-49],45,49,70.8
France,250,2001,Men,Currently married,[50-54],50,54,75.5
France,250,2001,Men,Currently married,[55-59],55,59,78.8
France,250,2001,Men,Currently married,[60-64],60,64,80.2
France,250,2001,Men,Currently married,[65-69],65,69,80.1
France,250,2001,Men,Currently married,[70-74],70,74,78.8
France,250,2001,Men,Currently married,[75+],75,999,69.7
France,250,2001,Women,Currently married,[10-14],10,14,0
France,250,2001,Women,Currently married,[15-19],15,19,0.3
France,250,2001,Women,Currently married,[20-24],20,24,7.6
France,250,2001,Women,Currently married,[25-29],25,29,35.5
France,250,2001,Women,Currently married,[30-34],30,34,54.5
France,250,2001,Women,Currently married,[35-39],35,39,62.5
France,250,2001,Women,Currently married,[40-44],40,44,67.1
France,250,2001,Women,Currently married,[45-49],45,49,69.5
France,250,2001,Women,Currently married,[50-54],50,54,70.9
France,250,2001,Women,Currently married,[55-59],55,59,71
France,250,2001,Women,Currently married,[60-64],60,64,68.6
France,250,2001,Women,Currently married,[65-69],65,69,62.1
France,250,2001,Women,Currently married,[70-74],70,74,51.7
France,250,2001,Women,Currently married,[75+],75,999,25.8
France,250,2003,Men,Currently married,[10-14],10,14,0
France,250,2003,Men,Currently married,[15-19],15,19,0
France,250,2003,Men,Currently married,[20-24],20,24,2.3
France,250,2003,Men,Currently married,[25-29],25,29,20.4
France,250,2003,Men,Currently married,[30-34],30,34,44.1
France,250,2003,Men,Currently married,[35-39],35,39,56
France,250,2003,Men,Currently married,[40-44],40,44,62.6
France,250,2003,Men,Currently married,[45-49],45,49,68.3
France,250,2003,Men,Currently married,[50-54],50,54,73.3
France,250,2003,Men,Currently married,[55-59],55,59,77.4
France,250,2003,Men,Currently married,[60-64],60,64,79.6
France,250,2003,Men,Currently married,[65-69],65,69,79.8
France,250,2003,Men,Currently married,[70-74],70,74,78.6
France,250,2003,Men,Currently married,[75+],75,999,69.8
France,250,2003,Women,Currently married,[10-14],10,14,0
France,250,2003,Women,Currently married,[15-19],15,19,0.3
France,250,2003,Women,Currently married,[20-24],20,24,6.8
France,250,2003,Women,Currently married,[25-29],25,29,32.7
France,250,2003,Women,Currently married,[30-34],30,34,52.3
France,250,2003,Women,Currently married,[35-39],35,39,60.6
France,250,2003,Women,Currently married,[40-44],40,44,65
France,250,2003,Women,Currently married,[45-49],45,49,67.7
France,250,2003,Women,Currently married,[50-54],50,54,69.3
France,250,2003,Women,Currently married,[55-59],55,59,69.9
France,250,2003,Women,Currently married,[60-64],60,64,68.1
France,250,2003,Women,Currently married,[65-69],65,69,62.6
France,250,2003,Women,Currently married,[70-74],70,74,52.9
France,250,2003,Women,Currently married,[75+],75,999,26.6
France,250,2005,Men,Currently married,[10-14],10,14,0
France,250,2005,Men,Currently married,[15-19],15,19,0.2
France,250,2005,Men,Currently married,[20-24],20,24,3.3
France,250,2005,Men,Currently married,[25-29],25,29,19.9
France,250,2005,Men,Currently married,[30-34],30,34,42.7
France,250,2005,Men,Currently married,[35-39],35,39,54.4
France,250,2005,Men,Currently married,[40-44],40,44,61.3
France,250,2005,Men,Currently married,[45-49],45,49,66.5
France,250,2005,Men,Currently married,[50-54],50,54,71.5
France,250,2005,Men,Currently married,[55-59],55,59,75.8
France,250,2005,Men,Currently married,[60-64],60,64,78.6
France,250,2005,Men,Currently married,[65-69],65,69,79.3
France,250,2005,Men,Currently married,[70-74],70,74,78.5
France,250,2005,Men,Currently married,[75+],75,999,70.5
France,250,2005,Women,Currently married,[10-14],10,14,0
France,250,2005,Women,Currently married,[15-19],15,19,0.9
France,250,2005,Women,Currently married,[20-24],20,24,8.8
France,250,2005,Women,Currently married,[25-29],25,29,31.4
France,250,2005,Women,Currently married,[30-34],30,34,50.5
France,250,2005,Women,Currently married,[35-39],35,39,58.5
France,250,2005,Women,Currently married,[40-44],40,44,62.9
France,250,2005,Women,Currently married,[45-49],45,49,66
France,250,2005,Women,Currently married,[50-54],50,54,68
France,250,2005,Women,Currently married,[55-59],55,59,68.6
France,250,2005,Women,Currently married,[60-64],60,64,67.1
France,250,2005,Women,Currently married,[65-69],65,69,62.5
France,250,2005,Women,Currently married,[70-74],70,74,53.2
France,250,2005,Women,Currently married,[75+],75,999,28.1
France,250,2006,Women,Currently married,[15-19],15,19,3.5
France,250,2006,Women,Currently married,[20-24],20,24,32.5
France,250,2006,Women,Currently married,[25-29],25,29,63.7
France,250,2006,Women,Currently married,[30-34],30,34,73.9
France,250,2006,Women,Currently married,[35-39],35,39,75
France,250,2006,Women,Currently married,[40-44],40,44,73.7
France,250,2006,Women,Currently married,[45-49],45,49,72.8
France,250,2006,Women,Currently married,[50-54],50,54,72.1
France,250,2006,Women,Currently married,[55-59],55,59,71.2
France,250,2006,Women,Currently married,[60-64],60,64,68.7
France,250,2006,Women,Currently married,[65+],65,999,42.9
France,250,2008,Men,Currently married,[20-24],20,24,21.5
France,250,2008,Men,Currently married,[25-29],25,29,58.9
France,250,2008,Men,Currently married,[30-34],30,34,79
France,250,2008,Men,Currently married,[35-39],35,39,78
France,250,2008,Men,Currently married,[40-44],40,44,81.3
France,250,2008,Men,Currently married,[45-49],45,49,82.1
France,250,2008,Women,Currently married,[20-24],20,24,37.9
France,250,2008,Women,Currently married,[25-29],25,29,72.5
France,250,2008,Women,Currently married,[30-34],30,34,74.9
France,250,2008,Women,Currently married,[35-39],35,39,83.5
France,250,2008,Women,Currently married,[40-44],40,44,80.1
France,250,2008,Women,Currently married,[45-49],45,49,80
France,250,2009,Men,Currently married,[15-19],15,19,0.8
France,250,2009,Men,Currently married,[20-24],20,24,17
France,250,2009,Men,Currently married,[25-29],25,29,49.2
France,250,2009,Men,Currently married,[30-34],30,34,68.6
France,250,2009,Men,Currently married,[35-39],35,39,74.5
France,250,2009,Men,Currently married,[40-44],40,44,75.3
France,250,2009,Men,Currently married,[45-49],45,49,75.7
France,250,2009,Men,Currently married,[50-54],50,54,76.8
France,250,2009,Men,Currently married,[55-59],55,59,79
France,250,2009,Men,Currently married,[60-64],60,64,81.1
France,250,2009,Men,Currently married,[65-69],65,69,82
France,250,2009,Men,Currently married,[70-74],70,74,81.5
France,250,2009,Men,Currently married,[75+],75,999,72.9
France,250,2009,Women,Currently married,[15-19],15,19,2.7
France,250,2009,Women,Currently married,[20-24],20,24,31.1
France,250,2009,Women,Currently married,[25-29],25,29,63
France,250,2009,Women,Currently married,[30-34],30,34,74.8
France,250,2009,Women,Currently married,[35-39],35,39,76.2
France,250,2009,Women,Currently married,[40-44],40,44,74.7
France,250,2009,Women,Currently married,[45-49],45,49,73.3
France,250,2009,Women,Currently married,[50-54],50,54,72.7
France,250,2009,Women,Currently married,[55-59],55,59,71.5
France,250,2009,Women,Currently married,[60-64],60,64,69.9
France,250,2009,Women,Currently married,[65-69],65,69,65.8
France,250,2009,Women,Currently married,[70-74],70,74,58.3
France,250,2009,Women,Currently married,[75+],75,999,31.4
France,250,2012,Men,Currently married,[10-14],10,14,0
France,250,2012,Men,Currently married,[15-19],15,19,0
France,250,2012,Men,Currently married,[20-24],20,24,2.1
France,250,2012,Men,Currently married,[25-29],25,29,14.6
France,250,2012,Men,Currently married,[30-34],30,34,34.6
France,250,2012,Men,Currently married,[35-39],35,39,47.9
France,250,2012,Men,Currently married,[40-44],40,44,54.2
France,250,2012,Men,Currently married,[45-49],45,49,58.6
France,250,2012,Men,Currently married,[50-54],50,54,63.2
France,250,2012,Men,Currently married,[55-59],55,59,68.6
France,250,2012,Men,Currently married,[60-64],60,64,73.4
France,250,2012,Men,Currently married,[65-69],65,69,76.4
France,250,2012,Men,Currently married,[70-74],70,74,77.3
France,250,2012,Men,Currently married,[75+],75,999,71.8
France,250,2012,Women,Currently married,[10-14],10,14,0
France,250,2012,Women,Currently married,[15-19],15,19,0.2
France,250,2012,Women,Currently married,[20-24],20,24,5.7
France,250,2012,Women,Currently married,[25-29],25,29,24.4
France,250,2012,Women,Currently married,[30-34],30,34,43
France,250,2012,Women,Currently married,[35-39],35,39,52.4
France,250,2012,Women,Currently married,[40-44],40,44,56.4
France,250,2012,Women,Currently married,[45-49],45,49,59.1
France,250,2012,Women,Currently married,[50-54],50,54,62
France,250,2012,Women,Currently married,[55-59],55,59,64.2
France,250,2012,Women,Currently married,[60-64],60,64,64.3
France,250,2012,Women,Currently married,[65-69],65,69,62.1
France,250,2012,Women,Currently married,[70-74],70,74,56.1
France,250,2012,Women,Currently married,[75+],75,999,33.4
France,250,2013,Men,Currently married,[10-14],10,14,0
France,250,2013,Men,Currently married,[15-19],15,19,0
France,250,2013,Men,Currently married,[20-24],20,24,2
France,250,2013,Men,Currently married,[25-29],25,29,14.1
France,250,2013,Men,Currently married,[30-34],30,34,33.8
France,250,2013,Men,Currently married,[35-39],35,39,47.1
France,250,2013,Men,Currently married,[40-44],40,44,53.6
France,250,2013,Men,Currently married,[45-49],45,49,57.8
France,250,2013,Men,Currently married,[50-54],50,54,62.2
France,250,2013,Men,Currently married,[55-59],55,59,67.5
France,250,2013,Men,Currently married,[60-64],60,64,72.5
France,250,2013,Men,Currently married,[65-69],65,69,75.7
France,250,2013,Men,Currently married,[70-74],70,74,76.9
France,250,2013,Men,Currently married,[75+],75,999,71.8
France,250,2013,Women,Currently married,[10-14],10,14,0
France,250,2013,Women,Currently married,[15-19],15,19,0.2
France,250,2013,Women,Currently married,[20-24],20,24,5.6
France,250,2013,Women,Currently married,[25-29],25,29,23.6
France,250,2013,Women,Currently married,[30-34],30,34,42.2
France,250,2013,Women,Currently married,[35-39],35,39,51.8
France,250,2013,Women,Currently married,[40-44],40,44,55.8
France,250,2013,Women,Currently married,[45-49],45,49,58.3
France,250,2013,Women,Currently married,[50-54],50,54,61.1
France,250,2013,Women,Currently married,[55-59],55,59,63.5
France,250,2013,Women,Currently married,[60-64],60,64,63.7
France,250,2013,Women,Currently married,[65-69],65,69,61.8
France,250,2013,Women,Currently married,[70-74],70,74,56.3
France,250,2013,Women,Currently married,[75+],75,999,33.9
